SIGUN_NM,SERVC_NM,SPORT_TARGET,SERVC_RINK_ADDR,CHARGE_DEPT_NM,APLCATN_METH,SPORT_CYCL
성남시,저소득가구 전세임대 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001276&wlfareInfoReldBztpCd=02,경기도 성남시 도시주택국 주택과,방문,년
성남시,「다자녀 해피하우스」무주택 저소득 다자녀가구 주거지원사업,"저소득, 다자녀",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004731&wlfareInfoReldBztpCd=02,경기도 성남시 도시주택국 주택과,방문,월
용인시,신혼부부 전세자금 대출 이자 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001807&wlfareInfoReldBztpCd=02,경기도 용인시 주택국 주택과,방문,1회성
안양시,초·중·고 신입생 입학축하금 지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003113&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 복지정책과,방문,년
,경기도 청년노동자 통장(舊경기도 일하는 청년 통장),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004207&wlfareInfoReldBztpCd=02,경기도 사회적경제국 청년기회과,인터넷,1회성
용인시,장애인활동지원 (시추가지원),장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004586&wlfareInfoReldBztpCd=02,경기도 용인시 복지여성국 장애인복지과,방문,월
용인시,용인시 입학준비금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004847&wlfareInfoReldBztpCd=02,경기도 용인시 교육문화체육관광국 교육청소년과,"방문, 인터넷, 모바일",1회성
,대안교육기관 이용 학교밖청소년 급식 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001235&wlfareInfoReldBztpCd=02,경기도 평생교육국 청소년과,"우편, 방문",분기
,경기도 한부모가족복지시설 퇴소자 자립지원금 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003288&wlfareInfoReldBztpCd=02,경기도 여성가족국 가족다문화과,방문,1회성
,조손가정 손자녀 대학신입생 입학금(등록금) 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003470&wlfareInfoReldBztpCd=02,경기도 여성가족국 가족다문화과,"우편, 방문",1회성
,일하는 가정 주거공간개선(정리수납) 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004077&wlfareInfoReldBztpCd=02,경기도 여성가족국 고용평등과,"전화, 방문",수시
,무연고 사망자 장례비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000886&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 노인장애인과,"방문, 우편",수시
성남시,다자녀가구 전세자금 대출이자 지원사업,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003823&wlfareInfoReldBztpCd=02,경기도 성남시 복지국 여성가족과,인터넷,수시
용인시,용인청년 희망옷장(면접정장 무료대여) 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001493&wlfareInfoReldBztpCd=02,경기도 용인시 제1부시장 청년담당관,"인터넷, 모바일",수시
,차상위이하 아동 방과후 보육료,"장애인, 한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000721&wlfareInfoReldBztpCd=02,경기도 여성가족국 보육정책과,"방문, 인터넷",월
,누리과정 차액보육료 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003846&wlfareInfoReldBztpCd=02,경기도 여성가족국 보육정책과,"방문, 인터넷",월
,저소득 장애인 의료비,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004078&wlfareInfoReldBztpCd=02,경기도 복지국 장애인복지과,방문,년
,경기도 의약품 안전사용 환경조성 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003575&wlfareInfoReldBztpCd=02,경기도 보건건강국 보건의료과,,1회성
,저소득 심한 뇌병변장애인 신변처리용품(기저귀) 지원사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005364&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,방문,분기
과천시,참전유공자 등에 대한 위문금 지급,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000990&wlfareInfoReldBztpCd=02,경기도 과천시 경제복지국 사회복지과,방문,년
과천시,국가유공자 의료비 지원,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001420&wlfareInfoReldBztpCd=02,경기도 과천시 경제복지국 사회복지과,방문,수시
성남시,다자녀아동양육수당,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001568&wlfareInfoReldBztpCd=02,경기도 성남시 복지국 여성가족과,방문,월
성남시,다자녀사랑 안심보험,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001189&wlfareInfoReldBztpCd=02,경기도 성남시 복지국 여성가족과,방문,수시
,경기여성 취업지원금 지원 사업,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004076&wlfareInfoReldBztpCd=02,경기도 여성가족국 고용평등과,인터넷,월
,가평군 중·고등학생 무상교복 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000942&wlfareInfoReldBztpCd=02,경기도 가평군 평생교육사업소,"전화, 우편, 방문",1회성
,저소득층 전세금 대출보증 및 이자지원사업,"한부모·조손, 다문화·탈북민, 장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003836&wlfareInfoReldBztpCd=02,경기도 도시주택실 주택정책과,방문,월
고양시,고양시 장수축하금 지급,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002810&wlfareInfoReldBztpCd=02,경기도 고양시 복지여성국 노인복지과,방문,1회성
안성시,무연고사망자(무연고사망자 장례비),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000914&wlfareInfoReldBztpCd=02,경기도 안성시 복지교육국 사회복지과,,1회성
성남시,실버비지니스사업단운영,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000708&wlfareInfoReldBztpCd=02,경기도 성남시 복지국 노인복지과,,월
고양시,청년 주거금융지원(고양 청년둥지론),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004692&wlfareInfoReldBztpCd=02,경기도 고양시 청년담당관,방문,분기
,경기도 초등학생 치과주치의사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003676&wlfareInfoReldBztpCd=02,경기도 보건건강국 공공의료과,,1회성
,중증장애인 주택개조사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003471&wlfareInfoReldBztpCd=02,경기도 도시주택실 주택정책과,방문,1회성
과천시,출산·입양장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001514&wlfareInfoReldBztpCd=02,경기도 과천시 경제복지국 가족아동과,"방문, 인터넷",1회성
